id30	organism	protein_id	transcript_id	cds_start	cds_end	protein_desc	transcript_desc
XP_058521574.1|XM_05866_a21838	Ochotona princeps	XP_058521574.1	XM_058665591.1:24-2924	0	2898	XP_058521574.1 ANPEP [organism=Ochotona princeps] [GeneID=101536306] [isoform=X1]	XM_058665591.1:24-2924 ANPEP [organism=Ochotona princeps] [GeneID=101536306] [transcript=X1] [region=cds]
XP_023566128.1|XM_02371_5b1378	Octodon degus	XP_023566128.1	XM_023710360.1:534-3437	0	2901	XP_023566128.1 Anpep [organism=Octodon degus] [GeneID=101563833]	XM_023710360.1:534-3437 Anpep [organism=Octodon degus] [GeneID=101563833] [transcript=X1] [region=cds]
XP_017372828.1|XM_01751_e66ee0	Cebus imitator	XP_017372828.1	XM_017517339.2:212-3121	0	2907	XP_017372828.1 ANPEP [organism=Cebus imitator] [GeneID=108295266]	XM_017517339.2:212-3121 ANPEP [organism=Cebus imitator] [GeneID=108295266] [region=cds]
XP_072656036.1|XM_07279_d80ff9	Canis lupus baileyi	XP_072656036.1	XM_072799935.1:371-3286	0	2913	XP_072656036.1 ANPEP [organism=Canis lupus baileyi] [GeneID=140618016]	XM_072799935.1:371-3286 ANPEP [organism=Canis lupus baileyi] [GeneID=140618016] [region=cds]
XP_054070985.1|XM_05421_91c974	Rissa tridactyla	XP_054070985.1	XM_054215010.1:524-3433	0	2907	XP_054070985.1 ANPEP [organism=Rissa tridactyla] [GeneID=128915119]	XM_054215010.1:524-3433 ANPEP [organism=Rissa tridactyla] [GeneID=128915119] [transcript=X1] [region=cds]
XP_040498731.1|XM_04064_4911d1	Ursus maritimus	XP_040498731.1	XM_040642797.1:384-3278	0	2892	XP_040498731.1 ANPEP [organism=Ursus maritimus] [GeneID=103660259]	XM_040642797.1:384-3278 ANPEP [organism=Ursus maritimus] [GeneID=103660259] [region=cds]
XP_020820815.1|XM_02096_690ab7	Phascolarctos cinereus	XP_020820815.1	XM_020965156.1:437-3340	0	2901	XP_020820815.1 ANPEP [organism=Phascolarctos cinereus] [GeneID=110193396]	XM_020965156.1:437-3340 ANPEP [organism=Phascolarctos cinereus] [GeneID=110193396] [transcript=X1] [region=cds]
XP_040349594.1|XM_04049_73d00d	Herpailurus yagouaroundi	XP_040349594.1	XM_040493660.1:224-3127	0	2901	XP_040349594.1 ANPEP [organism=Herpailurus yagouaroundi] [GeneID=121042389]	XM_040493660.1:224-3127 ANPEP [organism=Herpailurus yagouaroundi] [GeneID=121042389] [region=cds]
NP_999442.1|NM_214277.1_7d2144	Sus scrofa	NP_999442.1	NM_214277.1:46-2937	0	2889	NP_999442.1 ANPEP [organism=Sus scrofa] [GeneID=397520]	NM_214277.1:46-2937 ANPEP [organism=Sus scrofa] [GeneID=397520] [region=cds]
XP_006198515.2|XM_00619_712f52	Vicugna pacos	XP_006198515.2	XM_006198453.4:495-3398	0	2901	XP_006198515.2 ANPEP [organism=Vicugna pacos] [GeneID=102524836] [isoform=X1]	XM_006198453.4:495-3398 ANPEP [organism=Vicugna pacos] [GeneID=102524836] [transcript=X2] [region=cds]
XP_006905412.1|XM_00690_1a002b	Pteropus alecto	XP_006905412.1	XM_006905350.3:206-3121	0	2913	XP_006905412.1 ANPEP [organism=Pteropus alecto] [GeneID=102882606]	XM_006905350.3:206-3121 ANPEP [organism=Pteropus alecto] [GeneID=102882606] [region=cds]
XP_060116224.1|XM_06026_46bfae	Heteronotia binoei	XP_060116224.1	XM_060260241.1:22-3012	0	2988	XP_060116224.1 ANPEP [organism=Heteronotia binoei] [GeneID=132587853]	XM_060260241.1:22-3012 ANPEP [organism=Heteronotia binoei] [GeneID=132587853] [region=cds]
XP_045668966.1|XM_04581_3fb096	Ursus americanus	XP_045668966.1	XM_045813010.1:91-2985	0	2892	XP_045668966.1 ANPEP [organism=Ursus americanus] [GeneID=123802366]	XM_045813010.1:91-2985 ANPEP [organism=Ursus americanus] [GeneID=123802366] [region=cds]
XP_005052191.1|XM_00505_5ff4d4	Ficedula albicollis	XP_005052191.1	XM_005052134.2:261-3224	0	2961	XP_005052191.1 ANPEP [organism=Ficedula albicollis] [GeneID=101805876]	XM_005052134.2:261-3224 ANPEP [organism=Ficedula albicollis] [GeneID=101805876] [region=cds]
XP_070809550.1|XM_07095_a426f1	Pituophis catenifer annectens	XP_070809550.1	XM_070953449.1:402-3434	0	3030	XP_070809550.1 ANPEP [organism=Pituophis catenifer annectens] [GeneID=139323901] [isoform=X1]	XM_070953449.1:402-3434 ANPEP [organism=Pituophis catenifer annectens] [GeneID=139323901] [transcript=X1] [region=cds]
XP_059035981.1|XM_05917_7199bf	Mustela lutreola	XP_059035981.1	XM_059179998.1:15-3011	0	2994	XP_059035981.1 ANPEP [organism=Mustela lutreola] [GeneID=131835601] [isoform=X1]	XM_059179998.1:15-3011 ANPEP [organism=Mustela lutreola] [GeneID=131835601] [transcript=X1] [region=cds]
XP_059109285.1|XM_05925_302c3d	Peromyscus eremicus	XP_059109285.1	XM_059253302.1:352-3327	0	2973	XP_059109285.1 Anpep [organism=Peromyscus eremicus] [GeneID=131902279]	XM_059253302.1:352-3327 Anpep [organism=Peromyscus eremicus] [GeneID=131902279] [region=cds]
XP_012588137.1|XM_01273_fac6c7	Condylura cristata	XP_012588137.1	XM_012732683.1:199-3252	0	3051	XP_012588137.1 ANPEP [organism=Condylura cristata] [GeneID=101634574]	XM_012732683.1:199-3252 ANPEP [organism=Condylura cristata] [GeneID=101634574] [region=cds]
XP_027522565.1|XM_02766_228811	Corapipo altera	XP_027522565.1	XM_027666764.1:97-2988	0	2889	XP_027522565.1 ANPEP [organism=Corapipo altera] [GeneID=113958481]	XM_027666764.1:97-2988 ANPEP [organism=Corapipo altera] [GeneID=113958481] [region=cds]
XP_036909514.1|XM_03705_6f1013	Sturnira hondurensis	XP_036909514.1	XM_037053619.1:199-3099	0	2898	XP_036909514.1 ANPEP [organism=Sturnira hondurensis] [GeneID=118991964]	XM_037053619.1:199-3099 ANPEP [organism=Sturnira hondurensis] [GeneID=118991964] [region=cds]
XP_042526365.1|XM_04267_1139f4	Dipodomys spectabilis	XP_042526365.1	XM_042670431.1:56-2959	0	2901	XP_042526365.1 Anpep [organism=Dipodomys spectabilis] [GeneID=122099993]	XM_042670431.1:56-2959 Anpep [organism=Dipodomys spectabilis] [GeneID=122099993] [region=cds]
XP_031979152.1|XM_03212_44b545	Corvus moneduloides	XP_031979152.1	XM_032123261.1:583-3480	0	2895	XP_031979152.1 ANPEP [organism=Corvus moneduloides] [GeneID=116450617]	XM_032123261.1:583-3480 ANPEP [organism=Corvus moneduloides] [GeneID=116450617] [region=cds]
XP_063170496.1|XM_06331_e7c13b	Candoia aspera	XP_063170496.1	XM_063314426.1:50-3103	0	3051	XP_063170496.1 ANPEP [organism=Candoia aspera] [GeneID=134504963]	XM_063314426.1:50-3103 ANPEP [organism=Candoia aspera] [GeneID=134504963] [region=cds]
XP_029814580.1|XM_02995_4cbf8a	Manacus vitellinus	XP_029814580.1	XM_029958720.1:82-2970	0	2886	XP_029814580.1 ANPEP [organism=Manacus vitellinus] [GeneID=103764416]	XM_029958720.1:82-2970 ANPEP [organism=Manacus vitellinus] [GeneID=103764416] [region=cds]
XP_031296423.1|XM_03144_068dad	Camelus dromedarius	XP_031296423.1	XM_031440563.2:201-3104	0	2901	XP_031296423.1 ANPEP [organism=Camelus dromedarius] [GeneID=105094678]	XM_031440563.2:201-3104 ANPEP [organism=Camelus dromedarius] [GeneID=105094678] [region=cds]
XP_022366845.1|XM_02251_eb743e	Enhydra lutris kenyoni	XP_022366845.1	XM_022511137.1:2-2926	0	2922	XP_022366845.1 ANPEP [organism=Enhydra lutris kenyoni] [GeneID=111152611] [isoform=X1]	XM_022511137.1:2-2926 ANPEP [organism=Enhydra lutris kenyoni] [GeneID=111152611] [transcript=X1] [region=cds]
XP_034987243.2|XM_03513_71f64f	Zootoca vivipara	XP_034987243.2	XM_035131352.2:557-3508	0	2949	XP_034987243.2 ANPEP [organism=Zootoca vivipara] [GeneID=118092799] [isoform=X2]	XM_035131352.2:557-3508 ANPEP [organism=Zootoca vivipara] [GeneID=118092799] [transcript=X2] [region=cds]
XP_044086346.1|XM_04423_c3d452	Neogale vison	XP_044086346.1	XM_044230411.1:386-3340	0	2952	XP_044086346.1 ANPEP [organism=Neogale vison] [GeneID=122893426]	XM_044230411.1:386-3340 ANPEP [organism=Neogale vison] [GeneID=122893426] [region=cds]
XP_073738346.1|XM_07388_764ff0	Callorhinus ursinus	XP_073738346.1	XM_073882245.1:283-3195	0	2910	XP_073738346.1 ANPEP [organism=Callorhinus ursinus] [GeneID=112839947]	XM_073882245.1:283-3195 ANPEP [organism=Callorhinus ursinus] [GeneID=112839947] [transcript=X1] [region=cds]
XP_048812411.1|XM_04895_612f1f	Lagopus muta	XP_048812411.1	XM_048956454.1:1044-3932	0	2886	XP_048812411.1 ANPEP [organism=Lagopus muta] [GeneID=125698291]	XM_048956454.1:1044-3932 ANPEP [organism=Lagopus muta] [GeneID=125698291] [transcript=X1] [region=cds]
XP_074210021.1|XM_07435_c6c907	Camelus bactrianus	XP_074210021.1	XM_074353920.1:385-3288	0	2901	XP_074210021.1 ANPEP [organism=Camelus bactrianus] [GeneID=105069244]	XM_074353920.1:385-3288 ANPEP [organism=Camelus bactrianus] [GeneID=105069244] [transcript=X1] [region=cds]
XP_036026619.1|XM_03617_5dce16	Onychomys torridus	XP_036026619.1	XM_036170726.1:1-2529	0	2526	XP_036026619.1 Anpep [organism=Onychomys torridus] [GeneID=118571600]	XM_036170726.1:1-2529 Anpep [organism=Onychomys torridus] [GeneID=118571600] [region=cds]
XP_041608942.1|XM_04175_519c41	Vulpes lagopus	XP_041608942.1	XM_041753008.1:167-3082	0	2913	XP_041608942.1 ANPEP [organism=Vulpes lagopus] [GeneID=121489730]	XM_041753008.1:167-3082 ANPEP [organism=Vulpes lagopus] [GeneID=121489730] [region=cds]
XP_001093727.3|XM_00109_55bc31	Macaca mulatta	XP_001093727.3	XM_001093727.4:221-3121	0	2898	XP_001093727.3 ANPEP [organism=Macaca mulatta] [GeneID=701117]	XM_001093727.4:221-3121 ANPEP [organism=Macaca mulatta] [GeneID=701117] [region=cds]
XP_018866310.3|XM_01901_55ae40	Gorilla gorilla gorilla	XP_018866310.3	XM_019010765.3:302-3205	0	2901	XP_018866310.3 ANPEP [organism=Gorilla gorilla gorilla] [GeneID=101149005]	XM_019010765.3:302-3205 ANPEP [organism=Gorilla gorilla gorilla] [GeneID=101149005] [transcript=X5] [region=cds]
XP_043346230.1|XM_04349_9cab8d	Cervus canadensis	XP_043346230.1	XM_043490295.1:520-3417	0	2895	XP_043346230.1 ANPEP [organism=Cervus canadensis] [GeneID=122455289]	XM_043490295.1:520-3417 ANPEP [organism=Cervus canadensis] [GeneID=122455289] [transcript=X1] [region=cds]
XP_010001125.1|XM_01000_7346fa	Chaetura pelagica	XP_010001125.1	XM_010002823.1:1-2217	0	2214	XP_010001125.1 ANPEP [organism=Chaetura pelagica] [GeneID=104393343]	XM_010002823.1:1-2217 ANPEP [organism=Chaetura pelagica] [GeneID=104393343] [region=cds]
XP_074900837.1|XM_07504_32c6c0	Buteo buteo	XP_074900837.1	XM_075044736.1:809-3757	0	2946	XP_074900837.1 ANPEP [organism=Buteo buteo] [GeneID=142038857]	XM_075044736.1:809-3757 ANPEP [organism=Buteo buteo] [GeneID=142038857] [transcript=X1] [region=cds]
XP_010014852.1|XM_01001_ca8565	Nestor notabilis	XP_010014852.1	XM_010016550.1:1-1215	0	1212	XP_010014852.1 ANPEP [organism=Nestor notabilis] [GeneID=104407306]	XM_010016550.1:1-1215 ANPEP [organism=Nestor notabilis] [GeneID=104407306] [region=cds]
XP_044300849.1|XM_04444_52dc37	Varanus komodoensis	XP_044300849.1	XM_044444914.1:316-3243	0	2925	XP_044300849.1 ANPEP [organism=Varanus komodoensis] [GeneID=123030758]	XM_044444914.1:316-3243 ANPEP [organism=Varanus komodoensis] [GeneID=123030758] [region=cds]
XP_048174136.1|XM_04831_063219	Corvus hawaiiensis	XP_048174136.1	XM_048318179.1:528-3425	0	2895	XP_048174136.1 ANPEP [organism=Corvus hawaiiensis] [GeneID=125332851]	XM_048318179.1:528-3425 ANPEP [organism=Corvus hawaiiensis] [GeneID=125332851] [region=cds]
XP_052016126.1|XM_05216_0f271f	Apodemus sylvaticus	XP_052016126.1	XM_052160166.1:1025-3922	0	2895	XP_052016126.1 Anpep [organism=Apodemus sylvaticus] [GeneID=127667229]	XM_052160166.1:1025-3922 Anpep [organism=Apodemus sylvaticus] [GeneID=127667229] [transcript=X1] [region=cds]
XP_069322718.1|XM_06946_f6f7ef	Eulemur rufifrons	XP_069322718.1	XM_069466617.1:222-3203	0	2979	XP_069322718.1 ANPEP [organism=Eulemur rufifrons] [GeneID=138381941] [isoform=X1]	XM_069466617.1:222-3203 ANPEP [organism=Eulemur rufifrons] [GeneID=138381941] [transcript=X1] [region=cds]
XP_059570461.1|XM_05971_1840b8	Alligator mississippiensis	XP_059570461.1	XM_059714478.1:562-3462	0	2898	XP_059570461.1 ANPEP [organism=Alligator mississippiensis] [GeneID=102563875]	XM_059714478.1:562-3462 ANPEP [organism=Alligator mississippiensis] [GeneID=102563875] [transcript=X1] [region=cds]
XP_054128757.1|XM_05427_6ab69e	Melozone crissalis	XP_054128757.1	XM_054272782.1:144-3062	0	2916	XP_054128757.1 ANPEP [organism=Melozone crissalis] [GeneID=128934868]	XM_054272782.1:144-3062 ANPEP [organism=Melozone crissalis] [GeneID=128934868] [region=cds]
XP_055273796.1|XM_05541_d84c65	Moschus berezovskii	XP_055273796.1	XM_055417821.1:614-3511	0	2895	XP_055273796.1 ANPEP [organism=Moschus berezovskii] [GeneID=129550288]	XM_055417821.1:614-3511 ANPEP [organism=Moschus berezovskii] [GeneID=129550288] [transcript=X1] [region=cds]
XP_073509326.1|XM_07365_e0c47c	Phyllobates terribilis	XP_073509326.1	XM_073653225.1:139-3048	0	2907	XP_073509326.1 ANPEP [organism=Phyllobates terribilis] [GeneID=141166498]	XM_073653225.1:139-3048 ANPEP [organism=Phyllobates terribilis] [GeneID=141166498] [region=cds]
XP_076980301.1|XM_07712_87e5df	Tamandua tetradactyla	XP_076980301.1	XM_077124186.1:304-3189	0	2883	XP_076980301.1 ANPEP [organism=Tamandua tetradactyla] [GeneID=143652530]	XM_077124186.1:304-3189 ANPEP [organism=Tamandua tetradactyla] [GeneID=143652530] [transcript=X1] [region=cds]
XP_033258743.1|XM_03340_c59ce3	Orcinus orca	XP_033258743.1	XM_033402852.2:1782-4784	0	3000	XP_033258743.1 ANPEP [organism=Orcinus orca] [GeneID=101276539]	XM_033402852.2:1782-4784 ANPEP [organism=Orcinus orca] [GeneID=101276539] [transcript=X3] [region=cds]
XP_027978012.1|XM_02812_8c4b99	Eumetopias jubatus	XP_027978012.1	XM_028122211.1:842-3790	0	2946	XP_027978012.1 ANPEP [organism=Eumetopias jubatus] [GeneID=114223310]	XM_028122211.1:842-3790 ANPEP [organism=Eumetopias jubatus] [GeneID=114223310] [region=cds]
XP_028729561.1|XM_02887_598a05	Peromyscus leucopus	XP_028729561.1	XM_028873728.2:1553-4504	0	2949	XP_028729561.1 Anpep [organism=Peromyscus leucopus] [GeneID=114696172]	XM_028873728.2:1553-4504 Anpep [organism=Peromyscus leucopus] [GeneID=114696172] [region=cds]
XP_065762777.1|XM_06590_801ea4	Muntiacus reevesi	XP_065762777.1	XM_065906705.1:522-3419	0	2895	XP_065762777.1 ANPEP [organism=Muntiacus reevesi] [GeneID=136147332]	XM_065906705.1:522-3419 ANPEP [organism=Muntiacus reevesi] [GeneID=136147332] [region=cds]
XP_066448867.1|XM_06659_631fd0	Eleutherodactylus coqui	XP_066448867.1	XM_066592770.1:338-3220	0	2880	XP_066448867.1 ANPEP [organism=Eleutherodactylus coqui] [GeneID=136612424]	XM_066592770.1:338-3220 ANPEP [organism=Eleutherodactylus coqui] [GeneID=136612424] [transcript=X1] [region=cds]
XP_071424308.1|XM_07156_238c9c	Pithys albifrons albifrons	XP_071424308.1	XM_071568207.1:395-3277	0	2880	XP_071424308.1 ANPEP [organism=Pithys albifrons albifrons] [GeneID=139677852]	XM_071568207.1:395-3277 ANPEP [organism=Pithys albifrons albifrons] [GeneID=139677852] [transcript=X1] [region=cds]
NP_112274.1|NM_031012.1_823d40	Rattus norvegicus	NP_112274.1	NM_031012.1:20-2917	0	2895	NP_112274.1 Anpep [organism=Rattus norvegicus] [GeneID=81641]	NM_031012.1:20-2917 Anpep [organism=Rattus norvegicus] [GeneID=81641] [region=cds]
XP_032749267.1|XM_03289_f4e09e	Rattus rattus	XP_032749267.1	XM_032893376.1:309-3218	0	2907	XP_032749267.1 Anpep [organism=Rattus rattus] [GeneID=116891935]	XM_032893376.1:309-3218 Anpep [organism=Rattus rattus] [GeneID=116891935] [region=cds]
XP_059679769.1|XM_05982_758e38	Gavia stellata	XP_059679769.1	XM_059823786.1:7-3267	0	3258	XP_059679769.1 ANPEP [organism=Gavia stellata] [GeneID=132317989] [isoform=X1]	XM_059823786.1:7-3267 ANPEP [organism=Gavia stellata] [GeneID=132317989] [transcript=X1] [region=cds]
XP_052515650.1|XM_05265_ce6625	Budorcas taxicolor	XP_052515650.1	XM_052659690.1:393-3296	0	2901	XP_052515650.1 ANPEP [organism=Budorcas taxicolor] [GeneID=128066621]	XM_052659690.1:393-3296 ANPEP [organism=Budorcas taxicolor] [GeneID=128066621] [region=cds]
XP_037766646.2|XM_03791_f40929	Chelonia mydas	XP_037766646.2	XM_037910718.2:30-3275	0	3243	XP_037766646.2 ANPEP [organism=Chelonia mydas] [GeneID=102939786] [isoform=X1]	XM_037910718.2:30-3275 ANPEP [organism=Chelonia mydas] [GeneID=102939786] [transcript=X1] [region=cds]
XP_005381598.1|XM_00538_0f7d77	Chinchilla lanigera	XP_005381598.1	XM_005381541.1:344-3301	0	2955	XP_005381598.1 Anpep [organism=Chinchilla lanigera] [GeneID=102025000]	XM_005381541.1:344-3301 Anpep [organism=Chinchilla lanigera] [GeneID=102025000] [transcript=X1] [region=cds]
XP_007516437.1|XM_00751_a8eb35	Erinaceus europaeus	XP_007516437.1	XM_007516375.3:555-3437	0	2880	XP_007516437.1 ANPEP [organism=Erinaceus europaeus] [GeneID=103107540]	XM_007516375.3:555-3437 ANPEP [organism=Erinaceus europaeus] [GeneID=103107540] [region=cds]
XP_007988571.3|XM_00799_c5d2af	Chlorocebus sabaeus	XP_007988571.3	XM_007990380.3:540-3446	0	2904	XP_007988571.3 ANPEP [organism=Chlorocebus sabaeus] [GeneID=103231162]	XM_007990380.3:540-3446 ANPEP [organism=Chlorocebus sabaeus] [GeneID=103231162] [transcript=X2] [region=cds]
XP_075288117.1|XM_07543_9dd2a3	Opisthocomus hoazin	XP_075288117.1	XM_075432002.1:440-3322	0	2880	XP_075288117.1 ANPEP [organism=Opisthocomus hoazin] [GeneID=142362597]	XM_075432002.1:440-3322 ANPEP [organism=Opisthocomus hoazin] [GeneID=142362597] [transcript=X1] [region=cds]
XP_076204306.1|XM_07634_1fd2e7	Aptenodytes patagonicus	XP_076204306.1	XM_076348191.1:407-3352	0	2943	XP_076204306.1 ANPEP [organism=Aptenodytes patagonicus] [GeneID=143165006]	XM_076348191.1:407-3352 ANPEP [organism=Aptenodytes patagonicus] [GeneID=143165006] [transcript=X1] [region=cds]
XP_053898785.1|XM_05404_8ac81c	Malaclemys terrapin pileata	XP_053898785.1	XM_054042810.1:340-3246	0	2904	XP_053898785.1 ANPEP [organism=Malaclemys terrapin pileata] [GeneID=128844807]	XM_054042810.1:340-3246 ANPEP [organism=Malaclemys terrapin pileata] [GeneID=128844807] [transcript=X1] [region=cds]
XP_023789512.1|XM_02393_5b3059	Cyanistes caeruleus	XP_023789512.1	XM_023933744.1:273-3164	0	2889	XP_023789512.1 ANPEP [organism=Cyanistes caeruleus] [GeneID=111933944]	XM_023933744.1:273-3164 ANPEP [organism=Cyanistes caeruleus] [GeneID=111933944] [region=cds]
XP_043778070.1|XM_04392_a7b932	Cervus elaphus	XP_043778070.1	XM_043922135.1:516-3413	0	2895	XP_043778070.1 ANPEP [organism=Cervus elaphus] [GeneID=122706727]	XM_043922135.1:516-3413 ANPEP [organism=Cervus elaphus] [GeneID=122706727] [transcript=X1] [region=cds]
XP_066094449.1|XM_06623_fa2ebf	Saccopteryx bilineata	XP_066094449.1	XM_066238352.1:260-3166	0	2904	XP_066094449.1 ANPEP [organism=Saccopteryx bilineata] [GeneID=136310163]	XM_066238352.1:260-3166 ANPEP [organism=Saccopteryx bilineata] [GeneID=136310163] [region=cds]
XP_005521863.1|XM_00552_edc95f	Pseudopodoces humilis	XP_005521863.1	XM_005521806.2:392-3334	0	2940	XP_005521863.1 ANPEP [organism=Pseudopodoces humilis] [GeneID=102109289]	XM_005521806.2:392-3334 ANPEP [organism=Pseudopodoces humilis] [GeneID=102109289] [region=cds]
XP_053744647.1|XM_05388_362a11	Panthera pardus	XP_053744647.1	XM_053888672.1:217-3168	0	2949	XP_053744647.1 ANPEP [organism=Panthera pardus] [GeneID=109273443] [isoform=X1]	XM_053888672.1:217-3168 ANPEP [organism=Panthera pardus] [GeneID=109273443] [transcript=X1] [region=cds]
