Sample,Partition,Branch,Corrected P-value,Raw P-value,Rate classes,omega_max,significant_branch_0.10,status
BDNF-64,1,XM_027577807_1_PREDICTED_Zalophus_californianus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,1,XM_027852578_1_PREDICTED_Vombatus_ursinus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,1,XM_027936596_1_PREDICTED_Marmota_flaviventris_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,1,XM_028117708_1_PREDICTED_Eumetopias_jubatus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,1,XM_029555090_1_PREDICTED_Nannospalax_galili_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,1,XM_029957152_1_PREDICTED_Suricata_suricatta_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,1,XM_030333208_1_PREDICTED_Lynx_canadensis_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,1,XM_031025064_1_PREDICTED_Leptonychotes_weddellii_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,1,XM_031371313_1_PREDICTED_Mastomys_coucha_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,1,XM_031944159_1_PREDICTED_Sarcophilus_harrisii_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,1,XM_032414183_1_PREDICTED_Phoca_vitulina_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X6_mRNA,,,0,,0,ok
BDNF-64,1,XM_032903861_1_PREDICTED_Rattus_rattus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,1,XM_033764060_1_PREDICTED_Fukomys_damarensis_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,1,XM_035012477_1_PREDICTED_Mirounga_leonina_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,1,XM_036109493_1_PREDICTED_Halichoerus_grypus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,1,XM_036763631_1_PREDICTED_Trichosurus_vulpecula_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,1,XM_037204438_1_PREDICTED_Peromyscus_leucopus_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,1,XM_038429434_1_PREDICTED_Canis_lupus_familiaris_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,1,XM_039217098_1_PREDICTED_Hyaena_hyaena_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,1,XM_040284582_1_PREDICTED_Ictidomys_tridecemlineatus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,1,XM_040980297_1_PREDICTED_Ochotona_curzoniae_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,1,XM_041730708_1_PREDICTED_Vulpes_lagopus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,NM_001009828_1_Felis_catus_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,2,NM_001012441_1_Pan_troglodytes_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,2,NM_001048142_1_Mus_musculus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_4_mRNA,1.0,,0,,0,ok
BDNF-64,2,NM_001081787_1_Equus_caballus_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,2,NM_001270630_1_Rattus_norvegicus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_1_mRNA,1.0,,0,,0,ok
BDNF-64,2,NM_001709_5_Homo_sapiens_brain_derived_neurotrophic_factor_BDNF_transcript_variant_4_mRNA,1.0,,0,,0,ok
BDNF-64,2,Node1,,,0,,0,ok
BDNF-64,2,Node10,,,0,,0,ok
BDNF-64,2,Node12,1.0,,0,,0,ok
BDNF-64,2,Node15,,,0,,0,ok
BDNF-64,2,Node16,,,0,,0,ok
BDNF-64,2,Node19,,,0,,0,ok
BDNF-64,2,Node21,,,0,,0,ok
BDNF-64,2,Node22,,,0,,0,ok
BDNF-64,2,Node24,,,0,,0,ok
BDNF-64,2,Node25,,,0,,0,ok
BDNF-64,2,Node27,,,0,,0,ok
BDNF-64,2,Node29,,,0,,0,ok
BDNF-64,2,Node3,,,0,,0,ok
BDNF-64,2,Node30,,,0,,0,ok
BDNF-64,2,Node31,,,0,,0,ok
BDNF-64,2,Node34,,,0,,0,ok
BDNF-64,2,Node37,,,0,,0,ok
BDNF-64,2,Node40,,,0,,0,ok
BDNF-64,2,Node41,,,0,,0,ok
BDNF-64,2,Node5,,,0,,0,ok
BDNF-64,2,Node6,,,0,,0,ok
BDNF-64,2,XM_004408653_1_PREDICTED_Odobenus_rosmarus_divergens_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_004585440_1_PREDICTED_Ochotona_princeps_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_004644113_2_PREDICTED_Octodon_degus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_004660846_2_PREDICTED_Jaculus_jaculus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_004851581_3_PREDICTED_Heterocephalus_glaber_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_005216334_4_PREDICTED_Bos_taurus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,2,XM_005401751_2_PREDICTED_Chinchilla_lanigera_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_005654684_3_PREDICTED_Sus_scrofa_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,2,XM_005890667_2_PREDICTED_Bos_mutus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_006068006_2_PREDICTED_Bubalus_bubalis_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA,,,0,,0,ok
BDNF-64,2,XM_007497196_2_PREDICTED_Monodelphis_domestica_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,2,XM_007653166_4_PREDICTED_Cricetulus_griseus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,2,XM_008686880_2_PREDICTED_Ursus_maritimus_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,2,XM_009007854_3_PREDICTED_Callithrix_jacchus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,2,XM_010831788_1_PREDICTED_Bison_bison_bison_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_011226480_3_PREDICTED_Ailuropoda_melanoleuca_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,2,XM_012096129_4_PREDICTED_Ovis_aries_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA,1.0,,0,,0,ok
BDNF-64,2,XM_013019592_1_PREDICTED_Dipodomys_ordii_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_013147262_2_PREDICTED_Cavia_porcellus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_015114598_2_PREDICTED_Macaca_mulatta_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,2,XM_015476449_1_PREDICTED_Marmota_marmota_marmota_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_015544869_1_PREDICTED_Panthera_tigris_altaica_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,2,XM_019974522_1_PREDICTED_Bos_indicus_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,2,XM_020177315_1_PREDICTED_Castor_canadensis_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,2,XM_020903256_1_PREDICTED_Odocoileus_virginianus_texanus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_020977976_1_PREDICTED_Phascolarctos_cinereus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,2,XM_021151236_2_PREDICTED_Mus_caroli_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,2,XM_021192829_2_PREDICTED_Mus_pahari_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,2,XM_021685880_1_PREDICTED_Neomonachus_schauinslandi_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_025879326_1_PREDICTED_Callorhinus_ursinus_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,2,XM_026018600_1_PREDICTED_Vulpes_vulpes_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_026412272_1_PREDICTED_Urocitellus_parryii_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_027577807_1_PREDICTED_Zalophus_californianus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_027852578_1_PREDICTED_Vombatus_ursinus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_027936596_1_PREDICTED_Marmota_flaviventris_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_028117708_1_PREDICTED_Eumetopias_jubatus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_029555090_1_PREDICTED_Nannospalax_galili_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,2,XM_029957152_1_PREDICTED_Suricata_suricatta_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_030333208_1_PREDICTED_Lynx_canadensis_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,2,XM_031025064_1_PREDICTED_Leptonychotes_weddellii_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_031371313_1_PREDICTED_Mastomys_coucha_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_031944159_1_PREDICTED_Sarcophilus_harrisii_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,2,XM_032414183_1_PREDICTED_Phoca_vitulina_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X6_mRNA,,,0,,0,ok
BDNF-64,2,XM_032903861_1_PREDICTED_Rattus_rattus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_033764060_1_PREDICTED_Fukomys_damarensis_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,2,XM_035012477_1_PREDICTED_Mirounga_leonina_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,2,XM_036109493_1_PREDICTED_Halichoerus_grypus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_036763631_1_PREDICTED_Trichosurus_vulpecula_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,2,XM_037204438_1_PREDICTED_Peromyscus_leucopus_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,2,XM_038429434_1_PREDICTED_Canis_lupus_familiaris_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,2,XM_039217098_1_PREDICTED_Hyaena_hyaena_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,2,XM_040284582_1_PREDICTED_Ictidomys_tridecemlineatus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_040980297_1_PREDICTED_Ochotona_curzoniae_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,2,XM_041730708_1_PREDICTED_Vulpes_lagopus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,NM_001009828_1_Felis_catus_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,3,NM_001012441_1_Pan_troglodytes_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,3,NM_001048142_1_Mus_musculus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_4_mRNA,1.0,,0,,0,ok
BDNF-64,3,NM_001081787_1_Equus_caballus_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,3,NM_001270630_1_Rattus_norvegicus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_1_mRNA,1.0,,0,,0,ok
BDNF-64,3,NM_001709_5_Homo_sapiens_brain_derived_neurotrophic_factor_BDNF_transcript_variant_4_mRNA,1.0,,0,,0,ok
BDNF-64,3,Node1,,,0,,0,ok
BDNF-64,3,Node102,,,0,,0,ok
BDNF-64,3,Node103,,,0,,0,ok
BDNF-64,3,Node12,,,0,,0,ok
BDNF-64,3,Node14,,,0,,0,ok
BDNF-64,3,Node17,,,0,,0,ok
BDNF-64,3,Node18,,,0,,0,ok
BDNF-64,3,Node24,1.0,,0,,0,ok
BDNF-64,3,Node32,1.0,,0,,0,ok
BDNF-64,3,Node37,,,0,,0,ok
BDNF-64,3,Node48,,,0,,0,ok
BDNF-64,3,Node5,,,0,,0,ok
BDNF-64,3,Node53,,,0,,0,ok
BDNF-64,3,Node59,,,0,,0,ok
BDNF-64,3,Node68,,,0,,0,ok
BDNF-64,3,Node69,,,0,,0,ok
BDNF-64,3,Node71,,,0,,0,ok
BDNF-64,3,Node78,,,0,,0,ok
BDNF-64,3,Node83,,,0,,0,ok
BDNF-64,3,Node85,,,0,,0,ok
BDNF-64,3,Node86,,,0,,0,ok
BDNF-64,3,XM_004408653_1_PREDICTED_Odobenus_rosmarus_divergens_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_004585440_1_PREDICTED_Ochotona_princeps_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_004644113_2_PREDICTED_Octodon_degus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_004660846_2_PREDICTED_Jaculus_jaculus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_004851581_3_PREDICTED_Heterocephalus_glaber_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_005216334_4_PREDICTED_Bos_taurus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,3,XM_005401751_2_PREDICTED_Chinchilla_lanigera_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_005654684_3_PREDICTED_Sus_scrofa_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,3,XM_005890667_2_PREDICTED_Bos_mutus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_006068006_2_PREDICTED_Bubalus_bubalis_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA,,,0,,0,ok
BDNF-64,3,XM_007497196_2_PREDICTED_Monodelphis_domestica_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,3,XM_007653166_4_PREDICTED_Cricetulus_griseus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,3,XM_008686880_2_PREDICTED_Ursus_maritimus_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,3,XM_009007854_3_PREDICTED_Callithrix_jacchus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,3,XM_010831788_1_PREDICTED_Bison_bison_bison_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_011226480_3_PREDICTED_Ailuropoda_melanoleuca_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,3,XM_012096129_4_PREDICTED_Ovis_aries_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA,1.0,,0,,0,ok
BDNF-64,3,XM_013019592_1_PREDICTED_Dipodomys_ordii_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_013147262_2_PREDICTED_Cavia_porcellus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_015114598_2_PREDICTED_Macaca_mulatta_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,3,XM_015476449_1_PREDICTED_Marmota_marmota_marmota_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_015544869_1_PREDICTED_Panthera_tigris_altaica_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,3,XM_019974522_1_PREDICTED_Bos_indicus_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,3,XM_020177315_1_PREDICTED_Castor_canadensis_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,3,XM_020903256_1_PREDICTED_Odocoileus_virginianus_texanus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_020977976_1_PREDICTED_Phascolarctos_cinereus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,3,XM_021151236_2_PREDICTED_Mus_caroli_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,3,XM_021192829_2_PREDICTED_Mus_pahari_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,3,XM_021685880_1_PREDICTED_Neomonachus_schauinslandi_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_025879326_1_PREDICTED_Callorhinus_ursinus_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,3,XM_026018600_1_PREDICTED_Vulpes_vulpes_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_026412272_1_PREDICTED_Urocitellus_parryii_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
