id30	organism	protein_id	transcript_id	cds_start	cds_end	protein_desc	transcript_desc
XP_047919596.1|XM_04806_0c6d33	Anser cygnoides	XP_047919596.1	XM_048063639.2:215-1342	0	1125	XP_047919596.1 ADAP1 [organism=Anser cygnoides] [GeneID=106033529] [isoform=X1]	XM_048063639.2:215-1342 ADAP1 [organism=Anser cygnoides] [GeneID=106033529] [transcript=X1] [region=cds]
XP_045316661.1|XM_04546_1d476e	Leopardus geoffroyi	XP_045316661.1	XM_045460705.1:125-1249	0	1122	XP_045316661.1 ADAP1 [organism=Leopardus geoffroyi] [GeneID=123589070] [isoform=X1]	XM_045460705.1:125-1249 ADAP1 [organism=Leopardus geoffroyi] [GeneID=123589070] [transcript=X1] [region=cds]
XP_069341965.1|XM_06948_0050ab	Eulemur rufifrons	XP_069341965.1	XM_069485864.1:43-1167	0	1122	XP_069341965.1 ADAP1 [organism=Eulemur rufifrons] [GeneID=138394176]	XM_069485864.1:43-1167 ADAP1 [organism=Eulemur rufifrons] [GeneID=138394176] [region=cds]
XP_035146051.1|XM_03529_9a17ab	Callithrix jacchus	XP_035146051.1	XM_035290160.2:54-1178	0	1122	XP_035146051.1 ADAP1 [organism=Callithrix jacchus] [GeneID=100410764] [isoform=X2]	XM_035290160.2:54-1178 ADAP1 [organism=Callithrix jacchus] [GeneID=100410764] [transcript=X2] [region=cds]
XP_044602562.2|XM_04474_aa7841	Equus asinus	XP_044602562.2	XM_044746627.2:157-1281	0	1122	XP_044602562.2 ADAP1 [organism=Equus asinus] [GeneID=106834757] [isoform=X1]	XM_044746627.2:157-1281 ADAP1 [organism=Equus asinus] [GeneID=106834757] [transcript=X1] [region=cds]
XP_047568775.1|XM_04771_1f910e	Lutra lutra	XP_047568775.1	XM_047712819.1:218-1342	0	1122	XP_047568775.1 ADAP1 [organism=Lutra lutra] [GeneID=125090262]	XM_047712819.1:218-1342 ADAP1 [organism=Lutra lutra] [GeneID=125090262] [region=cds]
XP_053220646.1|XM_05336_b1870d	Podarcis raffonei	XP_053220646.1	XM_053364671.1:122-1249	0	1125	XP_053220646.1 ADAP1 [organism=Podarcis raffonei] [GeneID=128401522]	XM_053364671.1:122-1249 ADAP1 [organism=Podarcis raffonei] [GeneID=128401522] [region=cds]
XP_027382473.1|XM_02752_129304	Bos indicus x Bos taurus	XP_027382473.1	XM_027526672.1:147-1301	0	1152	XP_027382473.1 ADAP1 [organism=Bos indicus x Bos taurus] [GeneID=113883204] [isoform=X1]	XM_027526672.1:147-1301 ADAP1 [organism=Bos indicus x Bos taurus] [GeneID=113883204] [transcript=X1] [region=cds]
XP_064449518.1|XM_06459_aca8e4	Mirounga angustirostris	XP_064449518.1	XM_064593448.1:203-1111	0	906	XP_064449518.1 ADAP1 [organism=Mirounga angustirostris] [GeneID=123844939] [isoform=X1]	XM_064593448.1:203-1111 ADAP1 [organism=Mirounga angustirostris] [GeneID=123844939] [transcript=X1] [region=cds]
XP_053069124.1|XM_05321_3549b5	Acinonyx jubatus	XP_053069124.1	XM_053213149.1:159-1283	0	1122	XP_053069124.1 ADAP1 [organism=Acinonyx jubatus] [GeneID=113594487] [isoform=X1]	XM_053213149.1:159-1283 ADAP1 [organism=Acinonyx jubatus] [GeneID=113594487] [transcript=X1] [region=cds]
XP_036913872.1|XM_03705_3a1ba3	Sturnira hondurensis	XP_036913872.1	XM_037057977.1:235-1359	0	1122	XP_036913872.1 ADAP1 [organism=Sturnira hondurensis] [GeneID=118995059] [isoform=X1]	XM_037057977.1:235-1359 ADAP1 [organism=Sturnira hondurensis] [GeneID=118995059] [transcript=X1] [region=cds]
XP_010633845.1|XM_01063_a86da7	Fukomys damarensis	XP_010633845.1	XM_010635543.3:163-1071	0	906	XP_010633845.1 Adap1 [organism=Fukomys damarensis] [GeneID=104870114]	XM_010635543.3:163-1071 Adap1 [organism=Fukomys damarensis] [GeneID=104870114] [transcript=X2] [region=cds]
XP_011832971.1|XM_01197_5b04c0	Mandrillus leucophaeus	XP_011832971.1	XM_011977581.1:1-1332	0	1329	XP_011832971.1 ADAP1 [organism=Mandrillus leucophaeus] [GeneID=105537883]	XM_011977581.1:1-1332 ADAP1 [organism=Mandrillus leucophaeus] [GeneID=105537883] [region=cds]
XP_066432452.1|XM_06657_624b2f	Eleutherodactylus coqui	XP_066432452.1	XM_066576355.1:218-1345	0	1125	XP_066432452.1 ADAP1 [organism=Eleutherodactylus coqui] [GeneID=136576789] [isoform=X1]	XM_066576355.1:218-1345 ADAP1 [organism=Eleutherodactylus coqui] [GeneID=136576789] [transcript=X1] [region=cds]
XP_068555102.1|XM_06869_20e60e	Anas acuta	XP_068555102.1	XM_068699001.1:218-1345	0	1125	XP_068555102.1 ADAP1 [organism=Anas acuta] [GeneID=137864656]	XM_068699001.1:218-1345 ADAP1 [organism=Anas acuta] [GeneID=137864656] [region=cds]
XP_076206829.1|XM_07635_52bc21	Aptenodytes patagonicus	XP_076206829.1	XM_076350714.1:75-1202	0	1125	XP_076206829.1 ADAP1 [organism=Aptenodytes patagonicus] [GeneID=143166388]	XM_076350714.1:75-1202 ADAP1 [organism=Aptenodytes patagonicus] [GeneID=143166388] [region=cds]
XP_036028580.1|XM_03617_f778bb	Onychomys torridus	XP_036028580.1	XM_036172687.1:388-1512	0	1122	XP_036028580.1 Adap1 [organism=Onychomys torridus] [GeneID=118572808]	XM_036172687.1:388-1512 Adap1 [organism=Onychomys torridus] [GeneID=118572808] [region=cds]
XP_063270577.1|XM_06341_8df52a	Prinia subflava	XP_063270577.1	XM_063414507.1:212-1339	0	1125	XP_063270577.1 ADAP1 [organism=Prinia subflava] [GeneID=134559599] [isoform=X1]	XM_063414507.1:212-1339 ADAP1 [organism=Prinia subflava] [GeneID=134559599] [transcript=X1] [region=cds]
XP_074062230.1|XM_07420_4c0586	Macrotis lagotis	XP_074062230.1	XM_074206129.1:83-1207	0	1122	XP_074062230.1 ADAP1 [organism=Macrotis lagotis] [GeneID=141501810] [isoform=X1]	XM_074206129.1:83-1207 ADAP1 [organism=Macrotis lagotis] [GeneID=141501810] [transcript=X1] [region=cds]
XP_030813952.1|XM_03095_75fbd6	Camarhynchus parvulus	XP_030813952.1	XM_030958092.1:37-1164	0	1125	XP_030813952.1 ADAP1 [organism=Camarhynchus parvulus] [GeneID=115909055] [isoform=X1]	XM_030958092.1:37-1164 ADAP1 [organism=Camarhynchus parvulus] [GeneID=115909055] [transcript=X1] [region=cds]
XP_070270340.1|XM_07041_03f645	Myotis yumanensis	XP_070270340.1	XM_070414239.1:1-909	0	906	XP_070270340.1 ADAP1 [organism=Myotis yumanensis] [GeneID=139010137]	XM_070414239.1:1-909 ADAP1 [organism=Myotis yumanensis] [GeneID=139010137] [region=cds]
XP_016068447.1|XM_01621_6f63bd	Miniopterus natalensis	XP_016068447.1	XM_016212961.1:131-1039	0	906	XP_016068447.1 ADAP1 [organism=Miniopterus natalensis] [GeneID=107537036]	XM_016212961.1:131-1039 ADAP1 [organism=Miniopterus natalensis] [GeneID=107537036] [region=cds]
XP_027734004.1|XM_02787_9212e6	Empidonax traillii	XP_027734004.1	XM_027878203.1:110-1237	0	1125	XP_027734004.1 ADAP1 [organism=Empidonax traillii] [GeneID=114054755]	XM_027878203.1:110-1237 ADAP1 [organism=Empidonax traillii] [GeneID=114054755] [region=cds]
XP_073399219.1|XM_07354_b92ea8	Dendrobates tinctorius	XP_073399219.1	XM_073543118.1:270-1397	0	1125	XP_073399219.1 ADAP1 [organism=Dendrobates tinctorius] [GeneID=141047801] [isoform=X1]	XM_073543118.1:270-1397 ADAP1 [organism=Dendrobates tinctorius] [GeneID=141047801] [transcript=X1] [region=cds]
XP_073931549.1|XM_07407_179db7	Castor canadensis	XP_073931549.1	XM_074075448.1:218-1342	0	1122	XP_073931549.1 Adap1 [organism=Castor canadensis] [GeneID=109690355]	XM_074075448.1:218-1342 Adap1 [organism=Castor canadensis] [GeneID=109690355] [region=cds]
XP_010163243.1|XM_01016_52f41a	Antrostomus carolinensis	XP_010163243.1	XM_010164941.1:127-1032	0	903	XP_010163243.1 ADAP1 [organism=Antrostomus carolinensis] [GeneID=104522606]	XM_010164941.1:127-1032 ADAP1 [organism=Antrostomus carolinensis] [GeneID=104522606] [region=cds]
XP_075174187.1|XM_07531_ddec34	Anomaloglossus baeobatrachus	XP_075174187.1	XM_075318072.1:216-1343	0	1125	XP_075174187.1 ADAP1 [organism=Anomaloglossus baeobatrachus] [GeneID=142245399]	XM_075318072.1:216-1343 ADAP1 [organism=Anomaloglossus baeobatrachus] [GeneID=142245399] [region=cds]
XP_075371332.1|XM_07551_9a2d0d	Mycteria americana	XP_075371332.1	XM_075515217.1:292-1419	0	1125	XP_075371332.1 ADAP1 [organism=Mycteria americana] [GeneID=142416096]	XM_075515217.1:292-1419 ADAP1 [organism=Mycteria americana] [GeneID=142416096] [region=cds]
XP_051488584.1|XM_05163_d5f37d	Apus apus	XP_051488584.1	XM_051632624.1:292-1200	0	906	XP_051488584.1 ADAP1 [organism=Apus apus] [GeneID=127390729] [isoform=X1]	XM_051632624.1:292-1200 ADAP1 [organism=Apus apus] [GeneID=127390729] [transcript=X1] [region=cds]
XP_059934497.1|XM_06007_ef191f	Mesoplodon densirostris	XP_059934497.1	XM_060078514.1:72-1322	0	1248	XP_059934497.1 ADAP1 [organism=Mesoplodon densirostris] [GeneID=132476523] [isoform=X1]	XM_060078514.1:72-1322 ADAP1 [organism=Mesoplodon densirostris] [GeneID=132476523] [transcript=X1] [region=cds]
XP_064887648.1|XM_06503_e4c715	Columba livia	XP_064887648.1	XM_065031576.1:302-1429	0	1125	XP_064887648.1 ADAP1 [organism=Columba livia] [GeneID=102085679]	XM_065031576.1:302-1429 ADAP1 [organism=Columba livia] [GeneID=102085679] [region=cds]
XP_009466046.1|XM_00946_acf972	Nipponia nippon	XP_009466046.1	XM_009467771.1:145-1053	0	906	XP_009466046.1 ADAP1 [organism=Nipponia nippon] [GeneID=104015073]	XM_009467771.1:145-1053 ADAP1 [organism=Nipponia nippon] [GeneID=104015073] [region=cds]
XP_021535839.1|XM_02168_cfb773	Neomonachus schauinslandi	XP_021535839.1	XM_021680164.1:98-1222	0	1122	XP_021535839.1 ADAP1 [organism=Neomonachus schauinslandi] [GeneID=110571956] [isoform=X1]	XM_021680164.1:98-1222 ADAP1 [organism=Neomonachus schauinslandi] [GeneID=110571956] [transcript=X1] [region=cds]
XP_064529176.1|XM_06467_45f1e7	Pseudopipra pipra	XP_064529176.1	XM_064673106.1:174-1301	0	1125	XP_064529176.1 ADAP1 [organism=Pseudopipra pipra] [GeneID=135423150]	XM_064673106.1:174-1301 ADAP1 [organism=Pseudopipra pipra] [GeneID=135423150] [region=cds]
XP_029804529.1|XM_02994_7b5038	Suricata suricatta	XP_029804529.1	XM_029948669.1:6-1178	0	1170	XP_029804529.1 ADAP1 [organism=Suricata suricatta] [GeneID=115299302] [isoform=X1]	XM_029948669.1:6-1178 ADAP1 [organism=Suricata suricatta] [GeneID=115299302] [transcript=X1] [region=cds]
XP_046276947.1|XM_04642_c0ef50	Marmota monax	XP_046276947.1	XM_046420991.2:141-1265	0	1122	XP_046276947.1 Adap1 [organism=Marmota monax] [GeneID=124076917]	XM_046420991.2:141-1265 Adap1 [organism=Marmota monax] [GeneID=124076917] [region=cds]
XP_003416676.1|XM_00341_dc86a3	Loxodonta africana	XP_003416676.1	XM_003416628.4:42-1166	0	1122	XP_003416676.1 ADAP1 [organism=Loxodonta africana] [GeneID=100669595]	XM_003416628.4:42-1166 ADAP1 [organism=Loxodonta africana] [GeneID=100669595] [region=cds]
XP_026551721.1|XM_02669_443782	Pseudonaja textilis	XP_026551721.1	XM_026695936.1:291-1424	0	1131	XP_026551721.1 ADAP1 [organism=Pseudonaja textilis] [GeneID=113433371]	XM_026695936.1:291-1424 ADAP1 [organism=Pseudonaja textilis] [GeneID=113433371] [region=cds]
XP_072205814.1|XM_07234_4678bd	Excalfactoria chinensis	XP_072205814.1	XM_072349713.1:325-1452	0	1125	XP_072205814.1 ADAP1 [organism=Excalfactoria chinensis] [GeneID=140258934]	XM_072349713.1:325-1452 ADAP1 [organism=Excalfactoria chinensis] [GeneID=140258934] [region=cds]
XP_073504146.1|XM_07364_e1e1f3	Phyllobates terribilis	XP_073504146.1	XM_073648045.1:278-1405	0	1125	XP_073504146.1 ADAP1 [organism=Phyllobates terribilis] [GeneID=141162198] [isoform=X1]	XM_073648045.1:278-1405 ADAP1 [organism=Phyllobates terribilis] [GeneID=141162198] [transcript=X1] [region=cds]
XP_034844110.1|XM_03498_b90047	Mirounga leonina	XP_034844110.1	XM_034988219.1:45-1193	0	1146	XP_034844110.1 ADAP1 [organism=Mirounga leonina] [GeneID=117999270] [isoform=X1]	XM_034988219.1:45-1193 ADAP1 [organism=Mirounga leonina] [GeneID=117999270] [transcript=X1] [region=cds]
XP_059270237.1|XM_05941_42a864	Mustela nigripes	XP_059270237.1	XM_059414254.1:184-1308	0	1122	XP_059270237.1 ADAP1 [organism=Mustela nigripes] [GeneID=132026411]	XM_059414254.1:184-1308 ADAP1 [organism=Mustela nigripes] [GeneID=132026411] [region=cds]
XP_041893090.1|XM_04203_865ce4	Corvus kubaryi	XP_041893090.1	XM_042037156.1:80-1207	0	1125	XP_041893090.1 ADAP1 [organism=Corvus kubaryi] [GeneID=121668880]	XM_042037156.1:80-1207 ADAP1 [organism=Corvus kubaryi] [GeneID=121668880] [region=cds]
XP_054246955.1|XM_05439_c32dc5	Indicator indicator	XP_054246955.1	XM_054390980.1:1-1128	0	1125	XP_054246955.1 ADAP1 [organism=Indicator indicator] [GeneID=128974380]	XM_054390980.1:1-1128 ADAP1 [organism=Indicator indicator] [GeneID=128974380] [region=cds]
XP_059105260.1|XM_05924_a15e8a	Peromyscus eremicus	XP_059105260.1	XM_059249277.1:127-1035	0	906	XP_059105260.1 Adap1 [organism=Peromyscus eremicus] [GeneID=131898177]	XM_059249277.1:127-1035 Adap1 [organism=Peromyscus eremicus] [GeneID=131898177] [region=cds]
XP_075384315.1|XM_07552_f8a2f6	Tenrec ecaudatus	XP_075384315.1	XM_075528200.1:85-1209	0	1122	XP_075384315.1 ADAP1 [organism=Tenrec ecaudatus] [GeneID=142423006]	XM_075528200.1:85-1209 ADAP1 [organism=Tenrec ecaudatus] [GeneID=142423006] [region=cds]
NP_598251.1|NM_133567.2_e40852	Rattus norvegicus	NP_598251.1	NM_133567.2:86-1210	0	1122	NP_598251.1 Adap1 [organism=Rattus norvegicus] [GeneID=171097]	NM_133567.2:86-1210 Adap1 [organism=Rattus norvegicus] [GeneID=171097] [region=cds]
XP_021524496.1|XM_02166_668537	Aotus nancymaae	XP_021524496.1	XM_021668821.2:203-1327	0	1122	XP_021524496.1 ADAP1 [organism=Aotus nancymaae] [GeneID=105729951]	XM_021668821.2:203-1327 ADAP1 [organism=Aotus nancymaae] [GeneID=105729951] [region=cds]
XP_025779022.1|XM_02592_c23dfb	Puma concolor	XP_025779022.1	XM_025923237.1:1-960	0	957	XP_025779022.1 ADAP1 [organism=Puma concolor] [GeneID=112860027]	XM_025923237.1:1-960 ADAP1 [organism=Puma concolor] [GeneID=112860027] [region=cds]
XP_040846001.1|XM_04099_3f5c24	Ochotona curzoniae	XP_040846001.1	XM_040990067.1:80-1204	0	1122	XP_040846001.1 ADAP1 [organism=Ochotona curzoniae] [GeneID=121162821] [isoform=X1]	XM_040990067.1:80-1204 ADAP1 [organism=Ochotona curzoniae] [GeneID=121162821] [transcript=X1] [region=cds]
XP_043415443.1|XM_04355_ff4084	Prionailurus bengalensis	XP_043415443.1	XM_043559508.1:125-1249	0	1122	XP_043415443.1 ADAP1 [organism=Prionailurus bengalensis] [GeneID=122471196] [isoform=X1]	XM_043559508.1:125-1249 ADAP1 [organism=Prionailurus bengalensis] [GeneID=122471196] [transcript=X1] [region=cds]
XP_056190735.1|XM_05633_2c93f6	Falco biarmicus	XP_056190735.1	XM_056334760.1:264-1391	0	1125	XP_056190735.1 ADAP1 [organism=Falco biarmicus] [GeneID=130147511]	XM_056334760.1:264-1391 ADAP1 [organism=Falco biarmicus] [GeneID=130147511] [region=cds]
XP_003226562.3|XM_00322_6848b3	Anolis carolinensis	XP_003226562.3	XM_003226514.4:329-1456	0	1125	XP_003226562.3 adap1 [organism=Anolis carolinensis] [GeneID=100558369] [isoform=X3]	XM_003226514.4:329-1456 adap1 [organism=Anolis carolinensis] [GeneID=100558369] [transcript=X3] [region=cds]
XP_005549028.1|XM_00554_9e4491	Macaca fascicularis	XP_005549028.1	XM_005548971.5:203-1327	0	1122	XP_005549028.1 ADAP1 [organism=Macaca fascicularis] [GeneID=102133375] [isoform=X3]	XM_005548971.5:203-1327 ADAP1 [organism=Macaca fascicularis] [GeneID=102133375] [transcript=X3] [region=cds]
XP_021496393.1|XM_02164_8d7801	Meriones unguiculatus	XP_021496393.1	XM_021640718.2:186-1310	0	1122	XP_021496393.1 Adap1 [organism=Meriones unguiculatus] [GeneID=110550685]	XM_021640718.2:186-1310 Adap1 [organism=Meriones unguiculatus] [GeneID=110550685] [region=cds]
XP_051856531.1|XM_05200_47e143	Antechinus flavipes	XP_051856531.1	XM_052000571.1:100-1224	0	1122	XP_051856531.1 ADAP1 [organism=Antechinus flavipes] [GeneID=127564175]	XM_052000571.1:100-1224 ADAP1 [organism=Antechinus flavipes] [GeneID=127564175] [region=cds]
XP_021395387.1|XM_02153_5082b3	Lonchura striata	XP_021395387.1	XM_021539712.2:274-1182	0	906	XP_021395387.1 ADAP1 [organism=Lonchura striata] [GeneID=110475503] [isoform=X1]	XM_021539712.2:274-1182 ADAP1 [organism=Lonchura striata] [GeneID=110475503] [transcript=X1] [region=cds]
XP_019397701.1|XM_01954_259d1b	Crocodylus porosus	XP_019397701.1	XM_019542156.1:1-1092	0	1089	XP_019397701.1 ADAP1 [organism=Crocodylus porosus] [GeneID=109314820]	XM_019542156.1:1-1092 ADAP1 [organism=Crocodylus porosus] [GeneID=109314820] [region=cds]
XP_055202714.1|XM_05534_8eef64	Gorilla gorilla gorilla	XP_055202714.1	XM_055346739.2:404-1312	0	906	XP_055202714.1 ADAP1 [organism=Gorilla gorilla gorilla] [GeneID=129523617] [isoform=X1]	XM_055346739.2:404-1312 ADAP1 [organism=Gorilla gorilla gorilla] [GeneID=129523617] [transcript=X1] [region=cds]
XP_058894514.1|XM_05903_02c238	Kogia breviceps	XP_058894514.1	XM_059038531.2:54-1178	0	1122	XP_058894514.1 ADAP1 [organism=Kogia breviceps] [GeneID=131741514] [isoform=X1]	XM_059038531.2:54-1178 ADAP1 [organism=Kogia breviceps] [GeneID=131741514] [transcript=X1] [region=cds]
XP_009583001.1|XM_00958_54f4ba	Fulmarus glacialis	XP_009583001.1	XM_009584706.1:1-1137	0	1134	XP_009583001.1 ADAP1 [organism=Fulmarus glacialis] [GeneID=104069704]	XM_009584706.1:1-1137 ADAP1 [organism=Fulmarus glacialis] [GeneID=104069704] [region=cds]
XP_020737984.1|XM_02088_28aeaa	Odocoileus virginianus	XP_020737984.1	XM_020882325.2:22-1128	0	1104	XP_020737984.1 ADAP1 [organism=Odocoileus virginianus] [GeneID=110130383] [isoform=X3]	XM_020882325.2:22-1128 ADAP1 [organism=Odocoileus virginianus] [GeneID=110130383] [transcript=X3] [region=cds]
XP_049644618.1|XM_04978_408e28	Suncus etruscus	XP_049644618.1	XM_049788661.1:128-1252	0	1122	XP_049644618.1 ADAP1 [organism=Suncus etruscus] [GeneID=126030445]	XM_049788661.1:128-1252 ADAP1 [organism=Suncus etruscus] [GeneID=126030445] [region=cds]
XP_052628889.1|XM_05277_dbc62f	Harpia harpyja	XP_052628889.1	XM_052772929.1:233-1360	0	1125	XP_052628889.1 ADAP1 [organism=Harpia harpyja] [GeneID=128134788]	XM_052772929.1:233-1360 ADAP1 [organism=Harpia harpyja] [GeneID=128134788] [region=cds]
XP_003795507.2|XM_00379_3c93f7	Otolemur garnettii	XP_003795507.2	XM_003795459.3:231-1355	0	1122	XP_003795507.2 ADAP1 [organism=Otolemur garnettii] [GeneID=100943354]	XM_003795459.3:231-1355 ADAP1 [organism=Otolemur garnettii] [GeneID=100943354] [region=cds]
XP_005523043.1|XM_00552_a506a2	Pseudopodoces humilis	XP_005523043.1	XM_005522986.2:12-1139	0	1125	XP_005523043.1 ADAP1 [organism=Pseudopodoces humilis] [GeneID=102100534]	XM_005522986.2:12-1139 ADAP1 [organism=Pseudopodoces humilis] [GeneID=102100534] [region=cds]
XP_069590367.1|XM_06973_d5bbec	Ranitomeya imitator	XP_069590367.1	XM_069734266.1:309-1436	0	1125	XP_069590367.1 ADAP1 [organism=Ranitomeya imitator] [GeneID=138645169] [isoform=X1]	XM_069734266.1:309-1436 ADAP1 [organism=Ranitomeya imitator] [GeneID=138645169] [transcript=X1] [region=cds]
XP_027778597.1|XM_02792_702417	Marmota flaviventris	XP_027778597.1	XM_027922796.2:151-1275	0	1122	XP_027778597.1 Adap1 [organism=Marmota flaviventris] [GeneID=114081229] [isoform=X1]	XM_027922796.2:151-1275 Adap1 [organism=Marmota flaviventris] [GeneID=114081229] [transcript=X1] [region=cds]
XP_052610249.1|XM_05275_32aa30	Peromyscus californicus insignis	XP_052610249.1	XM_052754289.1:53-1177	0	1122	XP_052610249.1 Adap1 [organism=Peromyscus californicus insignis] [GeneID=128120376]	XM_052754289.1:53-1177 Adap1 [organism=Peromyscus californicus insignis] [GeneID=128120376] [region=cds]
XP_041504809.1|XM_04164_de3816	Microtus oregoni	XP_041504809.1	XM_041648875.1:391-1515	0	1122	XP_041504809.1 Adap1 [organism=Microtus oregoni] [GeneID=121446322]	XM_041648875.1:391-1515 Adap1 [organism=Microtus oregoni] [GeneID=121446322] [region=cds]
XP_034640302.1|XM_03478_d98092	Trachemys scripta elegans	XP_034640302.1	XM_034784411.1:333-1460	0	1125	XP_034640302.1 ADAP1 [organism=Trachemys scripta elegans] [GeneID=117884207]	XM_034784411.1:333-1460 ADAP1 [organism=Trachemys scripta elegans] [GeneID=117884207] [region=cds]
XP_054036351.1|XM_05418_ec686d	Dryobates pubescens	XP_054036351.1	XM_054180376.1:242-1369	0	1125	XP_054036351.1 ADAP1 [organism=Dryobates pubescens] [GeneID=104307658]	XM_054180376.1:242-1369 ADAP1 [organism=Dryobates pubescens] [GeneID=104307658] [region=cds]
XP_039326137.1|XM_03947_a4c052	Saimiri boliviensis	XP_039326137.1	XM_039470203.2:264-1388	0	1122	XP_039326137.1 ADAP1 [organism=Saimiri boliviensis] [GeneID=101032933] [isoform=X1]	XM_039470203.2:264-1388 ADAP1 [organism=Saimiri boliviensis] [GeneID=101032933] [transcript=X1] [region=cds]
XP_017895406.1|XM_01803_0efb25	Capra hircus	XP_017895406.1	XM_018039917.1:11-1135	0	1122	XP_017895406.1 ADAP1 [organism=Capra hircus] [GeneID=102173152]	XM_018039917.1:11-1135 ADAP1 [organism=Capra hircus] [GeneID=102173152] [region=cds]
XP_062444128.1|XM_06258_ead449	Rhea pennata	XP_062444128.1	XM_062588144.1:53-1180	0	1125	XP_062444128.1 ADAP1 [organism=Rhea pennata] [GeneID=134147220]	XM_062588144.1:53-1180 ADAP1 [organism=Rhea pennata] [GeneID=134147220] [transcript=X1] [region=cds]
XP_069839961.1|XM_06998_1c9bba	Dendropsophus ebraccatus	XP_069839961.1	XM_069983860.1:291-1418	0	1125	XP_069839961.1 ADAP1 [organism=Dendropsophus ebraccatus] [GeneID=138801253]	XM_069983860.1:291-1418 ADAP1 [organism=Dendropsophus ebraccatus] [GeneID=138801253] [region=cds]
XP_019675876.1|XM_01982_a0d289	Felis catus	XP_019675876.1	XM_019820317.3:90-1145	0	1053	XP_019675876.1 ADAP1 [organism=Felis catus] [GeneID=101088290] [isoform=X3]	XM_019820317.3:90-1145 ADAP1 [organism=Felis catus] [GeneID=101088290] [transcript=X3] [region=cds]
XP_055116831.1|XM_05526_c2b8e1	Symphalangus syndactylus	XP_055116831.1	XM_055260856.2:16-1173	0	1155	XP_055116831.1 ADAP1 [organism=Symphalangus syndactylus] [GeneID=129471845] [isoform=X1]	XM_055260856.2:16-1173 ADAP1 [organism=Symphalangus syndactylus] [GeneID=129471845] [transcript=X1] [region=cds]
XP_059888576.1|XM_06003_6a98f0	Delphinus delphis	XP_059888576.1	XM_060032593.1:252-1376	0	1122	XP_059888576.1 ADAP1 [organism=Delphinus delphis] [GeneID=132438399] [isoform=X1]	XM_060032593.1:252-1376 ADAP1 [organism=Delphinus delphis] [GeneID=132438399] [transcript=X1] [region=cds]
